Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2017 [YR2017]
Jordan,JOR,"Population, total",SP.POP.TOTL,3560582,4572904,5103130,5714111,7182390,9159302,9702353
Jordan,JOR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,8689225175.64879,12246576491.8143,14339974666.67,19529289369.2661,26425379436.6197,30206410880.2344,31418664052.9154
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,16348000,15815626,14883626,15147029,16321872,17542806,18037646
Kazakhstan,KAZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,96294232757.9936,59126235002.1253,66851172843.1113,109482467339.845,148047348240.643,186260298082,195841527814.472
Kenya,KEN,"Population, total",SP.POP.TOTL,23402507,27346456,31450483,36048288,41350152,47236259,49699862
Kenya,KEN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,21765118854.9204,23551619534.8549,26198643973.2382,31322527291.2531,40000088346.8041,52337445096.8196,58116217883.7864
Kiribati,KIR,"Population, total",SP.POP.TOTL,72412,77730,84406,92325,102652,112407,116398
Kiribati,KIR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,122458569.214867,126755361.117143,146090924.677385,157331547.133334,153275912.676573,190694739.797139,198853488.261181
"Korea, Dem. People’s Rep.",PRK,"Population, total",SP.POP.TOTL,20293054,21862299,22929075,23904167,24591599,25243917,25490965
"Korea, Dem. People’s Rep.",PRK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,42869283,45092991,47008111,48184561,49554112,51014947,51466201
"Korea, Rep.",KOR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,362885781978.632,543606435992.564,710035024103.399,894708410715.351,1094499338702.72,1268781059130.96,1345945672416.94
Kosovo,XKX,"Population, total",SP.POP.TOTL,1862000,2029000,1700000,1705780,1775680,1801800,1830700
Kosovo,XKX,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,3263724315.43845,4745022533.73324,5829933774.83444,6850530807.78599,7447672188.78534
Kuwait,KWT,"Population, total",SP.POP.TOTL,2099615,1610651,2050741,2276623,2998083,3935794,4136528
Kuwait,KWT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,66799057920.4466,73401577459.8744,108931455687.369,115419050942.08,137963712491.277,138762386601.535
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,4391200,4560400,4898400,5162600,5447900,5956900,6201500
Kyrgyz Republic,KGZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4812459356.30362,2440014495.994,3205083428.31668,3859382252.51029,4794357795.07139,6082952722.9673,6637610601.9034
Lao PDR,LAO,"Population, total",SP.POP.TOTL,4258472,4851923,5329304,5754026,6246274,6663967,6858160
Lao PDR,LAO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1967420993.30949,2655748233.09473,3582186704.57195,4848156050.11908,7127792629.58294,10373602257.4925,11867393084.3947
Latvia,LVA,"Population, total",SP.POP.TOTL,2663151,2485056,2367550,2238799,2097555,1977527,1940740
Latvia,LVA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,12774500345.4176,16418303264.3689,24343389028.1111,23757368290.0955,28247565848.6187,30184965729.4402
Lebanon,LBN,"Population, total",SP.POP.TOTL,2703016,3033394,3235366,3986852,4337141,5851479,6082357
Lebanon,LBN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,11436223490.5073,20333538347.0688,21831062969.9814,26338308473.355,38419626628.1924,42069990678.188,43778557772.1381
Lesotho,LSO,"Population, total",SP.POP.TOTL,1603938,1761359,1868699,1949543,2040551,2174645,2233339
Lesotho,LSO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1093541170.67739,1417610570.97194,1645149675.74906,1887937269.03195,2385950663.8256,2910839259.42914,3147259170.03227
Liberia,LBR,"Population, total",SP.POP.TOTL,2097232,2073482,2884522,3261230,3948125,4499621,4731906
Liberia,LBR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,858956846.842433,240097055.843849,1132146638.24602,912479873.144222,1292697100,1653502629.68398,1666984015.17253
Libya,LBY,"Population, total",SP.POP.TOTL,4436661,4948798,5355751,5792688,6169140,6234955,6374616
Libya,LBY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,48026344512.6129,61714049045.1692,74773444900.5368,37867414355.5459,46627921705.5561
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,28747,30833,33286,34852,36003,37403,37922
Liechtenstein,LIE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,5082366478.08994,..,..
Lithuania,LTU,"Population, total",SP.POP.TOTL,3697838,3629102,3499536,3322528,3097282,2904910,2827721
Lithuania,LTU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,19315603344.6289,24264340357.1111,35012502275.965,37120517693.8622,44687574443.1892,47486625803.5491
Luxembourg,LUX,"Population, total",SP.POP.TOTL,381850,408625,436300,465158,506953,569604,599449
Luxembourg,LUX,GDP (constant 2010 US$),NY.GDP.MKTP.KD,25172281398.4933,30555672134.7507,40777874110.4868,47158078345.0882,53212476812.2957,61317077715.6898,64659730352.9251
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,343935,385686,427979,482559,536969,600942,622567
"Macao SAR, China",MAC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,7405683885.37453,9852187146.41519,9640007068.88643,16525726403.8053,28123640998.7253,32198767338.2394,34824407683.0077
"Macedonia, FYR",MKD,"Population, total",SP.POP.TOTL,1996228,1983252,2034819,2060272,2070739,2079308,2083160
"Macedonia, FYR",MKD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,7693306832.4784,6062809746.02776,7017753871.63858,7736396749.21033,9407168702.4313,10614404462.0042,10926923317.7401
Madagascar,MDG,"Population, total",SP.POP.TOTL,11598633,13475400,15766806,18336724,21151640,24234088,25570895
Madagascar,MDG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5711154233.15068,5618410647.91236,6781445103.03066,7588974026.87796,8729936135.74487,9940681351.04808,10788136744.3288
Malawi,MWI,"Population, total",SP.POP.TOTL,9437553,9909088,11376172,13039711,15167095,17573607,18622104
Malawi,MWI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3119971217.88235,3612937768.21468,4376187775.85659,4866839045.27869,6959697194.02096,8499102658.85552,9058635432.71192
Malaysia,MYS,"Population, total",SP.POP.TOTL,18038321,20495597,23185608,25659393,28112289,30723155,31624264
Malaysia,MYS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,81800713541.6898,128613226397.087,162523121443.309,204863376669.557,255016609232.871,330121697556.735,364357517618.205
Maldives,MDV,"Population, total",SP.POP.TOTL,223215,254082,280384,318836,364511,418403,436330
Maldives,MDV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,1168947333.3624,1619839033.86103,1748799599.44967,2588176054.6875,3391382355.87606,3918258227.38666
Mali,MLI,"Population, total",SP.POP.TOTL,8465188,9604450,10967690,12798763,15075085,17467905,18541980
Mali,MLI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4073912797.44007,4760908442.4543,6071472019.62682,8527273414.25,10678749467.4697,12686032241.3252,14133178682.5182
Malta,MLT,"Population, total",SP.POP.TOTL,354170,377419,390087,403834,414508,445053,465292
Malta,MLT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4259391258.27815,5561977615.89404,7141192052.98013,7909139072.84768,8741059602.64901,11278543046.3576,12630728476.8212
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,47298,51015,52159,52055,52425,52994,53127
Marshall Islands,MHL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,124396955.964827,162017728.489782,136519163.561693,152345998.953014,164969100,175685334.397765,183517838.752853
Mauritania,MRT,"Population, total",SP.POP.TOTL,2030140,2327075,2709359,3130720,3609543,4182341,4420184
Mauritania,MRT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2067231714.2728,2416118476.47523,2704230096.5886,3391181109.50907,4343665075.37898,5464854125.48399,5769246447.2384
Mauritius,MUS,"Population, total",SP.POP.TOTL,1058775,1122457,1186873,1228254,1250400,1262605,1264613
Mauritius,MUS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3925786062.71037,4983555093.47016,6599292378.29694,7670688143.62866,10003670690.3497,11955531873.1569,12881416082.2775
Mexico,MEX,"Population, total",SP.POP.TOTL,85357874,94045579,101719673,108472228,117318941,125890949,129163276
Mexico,MEX,GDP (constant 2010 US$),NY.GDP.MKTP.KD,640071740453.946,707431699221.458,915215993694.164,982737816135.92,1057801282051.28,1223395455628.26,1284678350180.17
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,96331,107556,107432,106196,103616,104433,105544
"Micronesia, Fed. Sts.",FSM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,227474723.338265,292752623.143343,290800111.363042,299996309.623985,296525300,296471675.711075,302208296.850544
Moldova,MDA,"Population, total",SP.POP.TOTL,3696000,3675099,3639592,3595187,3562045,3554108,3549750
Moldova,MDA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,3994597528.99856,3524173901.54317,4960910881.53213,5811604051.96737,7038084252.44231,7685763945.87477
Monaco,MCO,"Population, total",SP.POP.TOTL,29439,30691,32082,33793,37094,38307,38695
Monaco,MCO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,5350674803.33858,..,..
Mongolia,MNG,"Population, total",SP.POP.TOTL,2184145,2298039,2397436,2526446,2712650,2976877,3075647
Mongolia,MNG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3846754148.22336,3353083144.99786,3837047132.18431,5252765131.74542,7189481824.07288,11680159346.4038,12521245862.6497
Montenegro,MNE,"Population, total",SP.POP.TOTL,606372,611712,604950,614261,619428,622159,622471
Montenegro,MNE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,2994635298.32715,3439786272.06896,4139192052.98013,4529248373.3755,4863333314.24463
Morocco,MAR,"Population, total",SP.POP.TOTL,24879136,27075232,28849621,30521070,32409639,34803322,35739580
Morocco,MAR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,43185385081.897,47069034480.2997,57519650790.1246,73014076004.5985,93216746661.5977,113397737919.101,119490103786.433
Mozambique,MOZ,"Population, total",SP.POP.TOTL,13247649,15759132,18067687,20923070,24221405,28010691,29668834
Mozambique,MOZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2290662465.51964,2688219667.4643,4635073216.24829,7095687684.10245,10154238250.1818,14307681432.4423,15396964121.6007
Myanmar,MMR,"Population, total",SP.POP.TOTL,40626250,43237792,46095462,48482614,50155896,52403669,53370609
Myanmar,MMR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,8011896469.83656,10639275753.1675,15984737489.9273,29275358077.5655,49540813342.4834,70339509334.1836,79212697713.041
Namibia,NAM,"Population, total",SP.POP.TOTL,1414692,1655359,1899257,2032196,2173170,2425561,2533794
Namibia,NAM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4964658201.39698,5987913615.09621,7115971119.14836,9052690941.65474,11282192605.0374,14846241337.3127,14835013233.6474
Nauru,NRU,"Population, total",SP.POP.TOTL,9155,9969,10037,10114,10025,12475,13649
Nauru,NRU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,49248810.5726872,114067267.372321,131162273.816681
Nepal,NPL,"Population, total",SP.POP.TOTL,18749406,21396384,23740911,25640287,27023137,28656282,29304998
Nepal,NPL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,6697408396.01345,8623849303.39981,10899840166.6306,12877563074.7127,16002656434.4746,19774984746.8631,21345762921.1014
Netherlands,NLD,"Population, total",SP.POP.TOTL,14951510,15459006,15925513,16319868,16615394,16939923,17132854
Netherlands,NLD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,530528907244.973,594221834498.193,734694499629.564,785109444991.006,836389937229.197,870889730163.844,918283870215.63
New Caledonia,NCL,"Population, total",SP.POP.TOTL,170899,193816,213230,232250,249750,272400,280460
New Caledonia,NCL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..
New Zealand,NZL,"Population, total",SP.POP.TOTL,3329800,3673400,3857700,4133900,4350700,4595700,4793900
New Zealand,NZL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,82680246951.2715,96533659742.1421,111769050448.34,135951795046.862,146583831538.331,170219465391.419,181462890712.787
Nicaragua,NIC,"Population, total",SP.POP.TOTL,4144565,4612228,5026796,5379328,5737723,6082035,6217581
Nicaragua,NIC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4716711710.64607,5152076710.69105,6582718031.03826,7688482940.5946,8758622328.66962,11423282813.3338,12536632610.9898
Niger,NER,"Population, total",SP.POP.TOTL,8012861,9477333,11352973,13618449,16425578,19896965,21477348
Niger,NER,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3064806711.68607,3179462761.52286,3657358998.36197,4444131750.65835,5718589799.24366,7726313711.61805,8503682934.86128
Nigeria,NGA,"Population, total",SP.POP.TOTL,95269988,108011465,122352009,138939478,158578261,181181744,190886311
Nigeria,NGA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,130942573770.775,134229957065.962,157474285635.205,260515639753.024,369062464570.387,464282244063.793,460496045439.726
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,42538,56278,69094,63744,54424,54816,55144
Northern Mariana Islands,MNP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,1237161290.32258,799000000,817834987.593052,..
Norway,NOR,"Population, total",SP.POP.TOTL,4241473,4359184,4490967,4623291,4889252,5190239,5282223
Norway,NOR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,255627885399.145,307138048448.918,366955399845.581,409135198146.973,429130952709.224,467661545335.723,481837084285.123
Oman,OMN,"Population, total",SP.POP.TOTL,1812160,2204283,2267991,2511269,3041460,4199810,4636262
Oman,OMN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,27006908192.4577,35920411183.355,42407802340.7022,44278543563.0689,58642392717.8153,71219765929.7789,74849701690.5071
Pakistan,PAK,"Population, total",SP.POP.TOTL,107678614,122829148,138523285,153909667,170560182,189380513,197015955
Pakistan,PAK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,79876151981.2353,100147018591.748,117555262343.91,149990711055.44,177406854514.885,215932848620.679,240856714914.19
Palau,PLW,"Population, total",SP.POP.TOTL,15088,17253,19175,19906,20470,21288,21729
Palau,PLW,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,179149275.763126,213014710.729462,182843800,225175593.70792,216925511.417909
Panama,PAN,"Population, total",SP.POP.TOTL,2471009,2739730,3030347,3330465,3643222,3969249,4098587
Panama,PAN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,10035951900.2528,13113000572.2306,16647506990.486,20556945757.0629,29440287600,42660859601.4214,47188170241.3263
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,4313059,4894276,5572222,6314709,7108239,7919825,8251162
Papua New Guinea,PNG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,6430540084.85269,9710512008.84744,9607801709.4545,10692539535.846,14250726289.854,19027666624.8742,19815754521.1432
Paraguay,PRY,"Population, total",SP.POP.TOTL,4213742,4760850,5302700,5795494,6209877,6639119,6811297
Paraguay,PRY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,11255427805.2664,13985360485.569,14277545968.157,15694050960.1953,20030528042.9171,25380441836.5634,26604449092.1017
Peru,PER,"Population, total",SP.POP.TOTL,21826658,24038760,25914879,27610410,29373646,31376671,32165485
Peru,PER,GDP (constant 2010 US$),NY.GDP.MKTP.KD,58494020190.3879,75500268871.9384,85798462918.4744,105785554389.544,147528937028.778,186292249117.558,198547683073.429
Philippines,PHL,"Population, total",SP.POP.TOTL,61947348,69835715,77991569,86274237,93726624,101716359,104918090
Philippines,PHL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,94520033471.4427,105213391791.494,125348175702.676,156873776536.204,199590775189.305,266055320221.557,303355852254.477
Poland,POL,"Population, total",SP.POP.TOTL,38110782,38594998,38258629,38165445,38042794,37986412,37975841
Poland,POL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,226662340695.785,252407972407.389,326203416741.286,379768034159.122,479321460551.189,556200709713.793,598166351606.805
Portugal,PRT,"Population, total",SP.POP.TOTL,9983218,10026176,10289898,10503330,10573100,10358076,10293718
Portugal,PRT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,166592605206.496,181278747098.812,221371306250.717,231123669975.015,238303443425.21,228052070073.727,237955548774.292
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3537000,3683103,3810605,3821362,3721525,3473177,3337177
Puerto Rico,PRI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,61263684601.9591,74700814494.0296,92068640460.625,105341914204.511,98381268000,95517951241.049,..
Qatar,QAT,"Population, total",SP.POP.TOTL,476445,513455,592267,864863,1779676,2481539,2639211
Qatar,QAT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,36044298341.0931,53352370952.2569,125122306346.154,166951102638.237,173386627577.902
Romania,ROU,"Population, total",SP.POP.TOTL,23201835,22684270,22442971,21319685,20246871,19815481,19586539
Romania,ROU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,124277669352.066,111623119759.08,110199046925.191,145789324626.982,166658327826.552,191009095003.252,214126451996.14
Russian Federation,RUS,"Population, total",SP.POP.TOTL,148292000,148375726,146596557,143518523,142849449,144096870,144495044
Russian Federation,RUS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1413889424697.32,878286464022.854,951558450751.97,1281319833579.48,1524916112078.87,1658163260860.64,1680005299557.78
Rwanda,RWA,"Population, total",SP.POP.TOTL,7235798,5928078,8025703,8991735,10246842,11629553,12208407
Rwanda,RWA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2605528703.92097,1662489594.92832,2626299259.43894,3873609810.79125,5773084568.14756,8308082095.23023,9342172848.18128
Samoa,WSM,"Population, total",SP.POP.TOTL,162866,170157,174610,179929,186205,193759,196440
Samoa,WSM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,380090918.746632,401085973.780912,483063985.162683,613922840.672736,643046733.391126,688824101.843254,756492790.707734
San Marino,SMR,"Population, total",SP.POP.TOTL,24043,25877,27418,29240,31110,32960,33400
San Marino,SMR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,1931571640.45254,2275550151.766,2139072847.68212,1729640935.43046,1767938138.10706
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,113893,126454,138606,155630,174776,195553,204327
Sao Tome and Principe,STP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,148265553.165548,197454053.145088,246519490.893575,266773808.825555
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,16326815,18735841,20764312,23905654,27425676,31557144,32938213
Saudi Arabia,SAU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,293927384693.334,349402017093.334,379223407546.667,461601733253.333,528207200000,678729654960,684993600000
Senegal,SEN,"Population, total",SP.POP.TOTL,7555617,8746606,9884052,11251266,12916229,14976994,15850567
Senegal,SEN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,6398540801.57077,7089773724.67834,8668335875.41373,10885585456.5604,12948906288.5576,15770157926.6534,17975846535.2953
Serbia,SRB,"Population, total",SP.POP.TOTL,7586000,7625357,7516346,7440769,7291436,7095383,7022268
Serbia,SRB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,24045674131.5006,25599017868.5148,34596422952.0809,39460357730.5224,40183938020.4789,42079410618.1871
Seychelles,SYC,"Population, total",SP.POP.TOTL,69507,75304,81131,82858,89770,93419,95843
Seychelles,SYC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,524260678.361109,603169565.089069,794294457.97491,783031253.312258,969936525.298729,1231973525.71507,1341522569.44838
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,4312246,4274819,4564297,5658379,6458720,7237025,7557212
Sierra Leone,SLE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1793810866.92852,1359770845.99958,1385751986.44889,1997926594.52458,2578026297.1676,3163801388.84474,3494890110.81493
Singapore,SGP,"Population, total",SP.POP.TOTL,3047132,3524506,4027887,4265762,5076732,5535002,5612253
Singapore,SGP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,67580784745.1412,102240630729.74,134491382471.581,170716905023.836,236421782178.218,292166776677.668,309995672900.623
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,..,..,30519,33011,34056,38824,41109
Sint Maarten (Dutch part),SXM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5299187,5361999,5388720,5372807,5391428,5423801,5439892
Slovak Republic,SVK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,46643323562.6402,55486109654.2554,70976227122.3309,89501012915.7314,101310826326.841,108238366185.515
Slovenia,SVN,"Population, total",SP.POP.TOTL,1998161,1989872,1988925,2000474,2048583,2063531,2066748
Slovenia,SVN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,29973079669.4402,36935721676.5757,44069302645.239,48013606745.4803,48969999339.1887,53037744699.125
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,311840,359225,412609,469885,527790,587482,611343
Solomon Islands,SLB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,404992002.135782,594444837.173453,516955401.688764,544571140.18616,681151189.956511,870760294.323488,930032622.843267
Somalia,SOM,"Population, total",SP.POP.TOTL,7397347,7704894,9011479,10409925,12053223,13908129,14742523
Somalia,SOM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..
South Africa,ZAF,"Population, total",SP.POP.TOTL,37560525,42088165,45728315,48820586,51584663,55291225,56717156
South Africa,ZAF,GDP (constant 2010 US$),NY.GDP.MKTP.KD,222892573270.329,232670508863.456,266956652372.238,322184452760.099,375298134440.469,418840692619.705,426768874668.815
South Sudan,SSD,"Population, total",SP.POP.TOTL,5768481,5459519,6700656,8108877,10067192,11882136,12575714
South Sudan,SSD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..
Spain,ESP,"Population, total",SP.POP.TOTL,38867322,39724050,40567864,43653155,46576897,46444832,46572028
Spain,ESP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,873144007866.8,940937354958.39,1149490500814.16,1358050268792.21,1431616749640.29,1418074509574.91,1509201534288.7
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,17329713,18247121,18781938,19524558,20198353,20966000,21444000
Sri Lanka,LKA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,20612664783.8412,26807763966.0357,34273162122.7667,41634991235.6271,56728002830.3556,76488884324.2526,82394195408.6326
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,40834,42891,45374,48611,51445,54288,55345
St. Kitts and Nevis,KNA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,374410304.272705,455287533.239115,585837977.04214,688436496.081216,705015370.37037,839792649.001848,873306445.50626
St. Lucia,LCA,"Population, total",SP.POP.TOTL,138185,147044,156949,163714,172580,177206,178844
St. Lucia,LCA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,897276348.794647,1012659535.57662,1132686052.04524,1225024025.88053,1381968259.25926,1465619041.59808,1529936441.95369
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,30036,32712,28384,27906,30235,31754,32125
St. Martin (French part),MAF,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,107505,108122,107898,108744,109315,109455,109897
St. Vincent and the Grenadines,VCT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,376752778.256294,449701266.580621,512295232.193865,636858589.992606,681225962.962963,720117944.917037,740906569.192933
Sudan,SDN,"Population, total",SP.POP.TOTL,20147590,24102986,27250535,30911914,34385963,38647803,40533330
Sudan,SDN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,19818836075.7381,25423872772.0788,34053114158.2253,46433219017.4981,65634109236.7736,72731117403.9639,79411016248.064
Suriname,SUR,"Population, total",SP.POP.TOTL,407472,443724,472390,498946,526103,553208,563402
Suriname,SUR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2510412978.48291,2492835111.50222,2685720130.27299,3547191376.09683,4368398047.64333,4772817086.24868,4531702647.55523
Sweden,SWE,"Population, total",SP.POP.TOTL,8558835,8826939,8872109,9029572,9378126,9799186,10067744
Sweden,SWE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,321068260388.536,332659307767.381,396527702705.124,451444063836.53,488377689564.921,542826483759.044,573208900097.34
Switzerland,CHE,"Population, total",SP.POP.TOTL,6715519,7040687,7184250,7437115,7824909,8282396,8466017
Switzerland,CHE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,432100120508.07,434925036081.259,487149098174.328,524104192489.589,583782977866.405,633375192571.142,649067884586.909
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,12446171,14345492,16410848,18294611,21018834,18734987,18269868
Syrian Arab Republic,SYR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..
Tajikistan,TJK,"Population, total",SP.POP.TOTL,5283728,5764712,6216205,6854176,7641630,8548651,8921343
Tajikistan,TJK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,6750421655.20268,2566197559.47514,2570938100.91492,4100868784.0261,5642178579.58438,7912816344.61796,9059375703.27769
Tanzania,TZA,"Population, total",SP.POP.TOTL,25459604,29960776,34178042,39410545,46098591,53879957,57310019
Tanzania,TZA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,12233334531.6455,13371378628.0628,16511320979.4706,23383020790.5415,31407908612.0943,43728220561.9177,50098249469.476
Thailand,THA,"Population, total",SP.POP.TOTL,56582821,59491790,62958021,65425470,67208808,68657600,69037513
Thailand,THA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,141610545731.926,210023508389.764,217712232033.235,283767493631.796,341105009515.333,394078328227.44,422900351828.266
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,751933,871447,871607,1026484,1109591,1240977,1296311
Timor-Leste,TLS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,1172648193.02694,2627411205.59126,3998696648.74331,3734284415.91915,3463868858.93619
Togo,TGO,"Population, total",SP.POP.TOTL,3786940,4274024,4970367,5683268,6502952,7416802,7797694
Togo,TGO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2064662774.71294,2072625977.95603,2563068019.81933,2709052152.60689,3172945644.5585,4046443147.77333,4502250154.26713
Tonga,TON,"Population, total",SP.POP.TOTL,95153,96076,98082,101041,104137,106364,108020
Tonga,TON,GDP (constant 2010 US$),NY.GDP.MKTP.KD,242101697.288198,291643880.05533,321298203.474362,355816598.622131,369485198.817979,392957799.644745,417206123.37566
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1221900,1255001,1267984,1296934,1328100,1360092,1369125
Trinidad and Tobago,TTO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,7992098767.2402,8621227010.83132,12400244892.3938,18293696732.9071,22157948396.2042,22883102657.9866,21017233305.3574
Tunisia,TUN,"Population, total",SP.POP.TOTL,8232797,9113975,9699197,10102482,10639931,11273661,11532127
Tunisia,TUN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,18338312910.4373,22168035419.8687,29142311722.7889,35279543593.6845,44050929160.2627,48148386195.3332,49633854967.165
Turkey,TUR,"Population, total",SP.POP.TOTL,53921699,58486381,63240121,67903406,72326914,78271472,80745020
